collaborative,duration_ms,modified_at,name,num_albums,num_artists,num_edits,num_followers,num_tracks,pid
False,17670797,1390176000,Lake,59,44,21,1,69,101963
False,9683810,1415750400,t.i,28,21,10,1,39,101964
False,39138973,1509321600,???,93,69,29,1,164,101965
False,19951244,1508544000,run,69,50,6,5,87,101966
False,9747255,1443657600,Ashley,35,29,2,1,43,101967
False,15089383,1449100800,Dance,58,49,17,3,64,101968
False,7781355,1507075200,Idk,30,22,13,1,34,101969
False,21828214,1354060800,Jazz,15,7,7,2,46,101970
False,65218415,1509235200,Worship Songs ,80,56,47,3,189,101971
False,45209013,1508457600,throwbacks,157,116,19,3,193,101972
False,11491634,1503705600,Good music,32,15,13,1,53,101973
False,31215496,1370649600,Hip Hop,69,16,5,1,119,101974
False,2968276,1507075200,sleepy,10,9,6,1,13,101975
False,13967148,1505260800,❤️❤️,57,48,36,1,60,101976
False,15843436,1466640000,Worship,45,37,7,2,51,101977
False,29826985,1509235200,Rap,103,75,38,1,134,101978
False,33360477,1509321600,throwbacks ,130,108,20,1,146,101979
False,25989091,1506038400,sad,85,61,10,1,107,101980
True,28113883,1493251200,Christmas,58,60,30,1,140,101981
False,5346753,1447891200,����������,11,6,2,1,22,101982
False,5240901,1507248000,Gaming,23,21,9,1,23,101983
False,1213135,1410480000,#300 ,5,4,3,1,6,101984
False,24743384,1504396800,worship,38,24,30,3,94,101985
False,6427144,1442707200,House Mix,18,18,3,1,29,101986
False,9888211,1367884800,Relax,24,16,8,1,43,101987
False,20425903,1500854400,Throwback,78,59,3,2,91,101988
False,3361488,1421280000,me,10,8,2,1,15,101989
False,14242284,1494720000,Musicals,8,27,5,1,71,101990
False,36564852,1509321600,Throwback,139,101,39,1,159,101991
False,9203292,1501632000,Weeknd,19,8,20,1,37,101992
False,6061997,1436486400,mexico,24,24,2,1,27,101993
False,8550225,1508198400,chill,31,26,16,1,37,101994
False,8537498,1508889600,MERRY CHRISTMAS,41,38,6,1,49,101995
False,4340662,1489190400,workout,16,14,5,2,20,101996
False,3780247,1498176000,stoner,14,12,6,1,17,101997
False,5369097,1365897600,Medieval,8,6,5,1,35,101998
False,9628863,1494547200,Nature,33,32,11,1,33,101999
False,9959219,1453939200,favorite,32,24,5,1,44,102000
False,19465970,1506816000,chilll,74,65,39,1,86,102001
False,9950533,1408579200,summer 2014,37,35,23,1,39,102002
False,30039484,1474416000,good old songs,86,50,15,1,131,102003
False,14671446,1480896000,mood,52,35,25,1,62,102004
False,10123352,1495670400,the feels,33,26,7,1,38,102005
False,24538932,1483142400,banger,82,59,2,1,104,102006
False,5562917,1498694400,Summa,24,23,5,1,26,102007
False,12808377,1462060800,four,41,38,29,2,55,102008
False,22166818,1500422400,RIGHT,92,85,66,1,98,102009
False,9615576,1377129600,Right Now,27,23,9,1,43,102010
False,22227089,1366329600,Coachella 2013,71,50,6,2,92,102011
False,38406484,1505433600,Throwbacks,143,115,6,2,176,102012
False,11962920,1492300800,Oldies,49,45,3,1,52,102013
False,7619263,1507507200,Chill,29,24,10,1,33,102014
False,13067648,1474761600,get it,57,50,3,1,59,102015
False,20106131,1501804800,Golden Years,65,54,4,1,94,102016
False,2146991,1507593600,feel good ,9,7,5,1,10,102017
False,5938046,1444780800,spooky!!,11,13,2,2,36,102018
False,12236263,1438646400,music,43,35,8,1,52,102019
False,21529095,1476489600,throwbacks,82,63,9,1,97,102020
False,3867198,1492041600,contigo,17,17,9,1,17,102021
False,24855171,1508716800,Dream,86,77,29,2,90,102022
False,27388531,1508716800,awesomesauce,103,81,70,4,116,102023
False,14806460,1417219200,Party 2014,50,46,6,1,62,102024
False,24541276,1477958400,HALLOWEEN,97,98,15,1,117,102025
False,19740428,1491177600,goods,72,66,35,2,85,102026
False,6931369,1503187200,🌻🌻🌻,28,24,7,1,29,102027
False,43348360,1508803200,KUNTRY!!!,123,61,78,1,192,102028
False,42341058,1422748800,Country,138,64,79,2,196,102029
False,34687363,1502582400,my favs,55,38,14,1,142,102030
False,16762687,1509235200,🇪🇸,51,35,22,3,74,102031
False,4315971,1507161600,Jam Out,13,10,7,1,19,102032
False,11112168,1396224000,90's country,43,23,8,2,56,102033
False,17185242,1436313600,Domingo,51,44,11,1,63,102034
False,14460372,1421798400,Great Music,11,9,7,1,54,102035
False,6710513,1507852800,shoegaze,13,10,3,1,24,102036
False,2644570,1492992000,TroLLs,5,7,4,1,15,102037
False,7667416,1483401600,Vibes,29,25,12,1,33,102038
False,3215842,1482537600,New New,15,15,2,1,15,102039
False,11583103,1470873600,sweet,13,6,3,1,47,102040
False,2424325,1505779200,spanish,11,11,3,1,11,102041
False,25877848,1508976000,Chill,104,92,58,1,115,102042
False,26524921,1392681600,Boss,76,46,23,2,109,102043
False,6908238,1482019200,vibes,21,16,4,2,29,102044
False,14288952,1425168000,melo,49,41,24,3,59,102045
False,13703660,1508803200,Current Jams,47,43,28,1,64,102046
False,4119800,1495152000,Oldies ,18,17,3,1,18,102047
False,6300665,1506124800,coolin,23,22,11,1,27,102048
False,12465969,1497398400,Downtime,46,41,5,1,50,102049
False,48196695,1506124800,country,151,64,23,1,222,102050
False,21097356,1499212800,Disney,50,86,18,1,116,102051
False,13257962,1505692800,Alternative R&B,29,16,36,1,51,102052
False,4181390,1507161600,Rock,14,11,5,1,15,102053
False,16037207,1493942400,Mellow,52,45,25,2,70,102054
False,4980214,1398902400,#boostyourrun,21,21,2,1,22,102055
False,10454024,1495670400,MOE,29,18,8,3,46,102056
False,6611937,1481932800,december,27,26,11,1,29,102057
False,6535910,1487894400,my jams,25,20,7,1,29,102058
False,16686682,1439769600,Bethel Music,6,12,5,2,57,102059
False,5971686,1448150400,Mamá,29,26,2,1,30,102060
False,13349277,1470528000,Wedding!,58,56,5,1,58,102061
False,32330777,1508803200,Rock,87,47,32,1,143,102062
False,9480128,1507420800,After Party,36,34,22,1,38,102063
False,1882455,1417478400,Alesso,6,4,2,1,7,102064
False,8562009,1509408000,<3,31,26,16,2,36,102065
False,25506188,1502409600,throwbacks,88,64,5,1,110,102066
False,11834905,1473120000,oldies,48,39,6,1,49,102067
False,44588760,1509148800,run,151,113,128,2,190,102068
False,10276939,1505952000,música,41,32,14,1,45,102069
False,15266060,1493942400,Gone Country,56,43,9,5,66,102070
False,7459197,1454284800,Bumpin,25,18,6,1,30,102071
False,28699265,1490832000,Future,41,29,3,1,126,102072
False,11414584,1472169600,My House,34,25,10,1,42,102073
False,18071139,1473379200,Elton,39,3,15,1,66,102074
False,2209204,1509235200,core,11,11,10,1,11,102075
False,17614388,1509062400,~*~*~*~vibes~*~*~*~,67,46,4,1,75,102076
False,20374974,1467849600,summer 2k16,53,46,9,1,97,102077
False,22120907,1476489600,Melanie Martinez ,48,36,37,4,104,102078
False,33183356,1465776000,Summer,114,82,4,1,149,102079
False,1024719,1485043200,Drift Away,5,5,3,1,5,102080
False,4785590,1420416000,Summer,15,9,6,1,21,102081
False,5513945,1507075200,Soft Music,20,21,15,1,22,102082
False,12900506,1472342400,Jams,34,25,13,1,60,102083
False,13632368,1451433600,2015,38,37,5,4,73,102084
False,4421006,1503964800,khalid,6,5,7,1,20,102085
False,2505436,1433980800,My mix,9,8,2,1,9,102086
False,12707166,1418860800,EDM,35,25,5,1,43,102087
False,7533207,1507852800,Hype Playlist,30,27,7,1,34,102088
False,9214482,1378684800,Sometimes ,31,25,19,1,36,102089
False,17771613,1508544000,happy days,77,71,9,1,82,102090
False,42003155,1486512000,Old School,149,120,5,1,176,102091
False,3456004,1480809600,country,14,12,4,1,16,102092
False,20201712,1480723200,mom,62,36,11,1,81,102093
False,39009788,1500940800,Classics,144,90,41,1,165,102094
False,7428595,1422316800,Play it forward,29,29,2,1,30,102095
False,22279111,1502928000,PARTY,88,74,22,1,93,102096
False,7700747,1502582400,cardio,32,30,8,1,35,102097
False,12730412,1448668800,HIllsong,23,16,25,1,37,102098
False,26092424,1506988800,hardstyle,89,63,62,4,106,102099
False,9435199,1508716800,🤙🏽,33,19,4,1,42,102100
False,10726412,1438819200,My List,36,25,16,3,49,102101
False,19663306,1500422400,Grad Party Playlist,63,45,12,1,83,102102
False,13484756,1497312000,chill,45,30,4,2,53,102103
False,14445328,1379635200,spotify,50,36,35,1,55,102104
False,25899627,1376179200,Happy Times,21,10,4,1,156,102105
False,62562921,1479945600,Born to Die,152,116,8,2,248,102106
False,16186478,1507680000,Praise The Lord,55,37,7,1,64,102107
False,8881694,1499385600,Turnt,30,26,5,1,38,102108
False,8127901,1496793600,the best,30,22,8,1,36,102109
False,9892529,1344988800,Workout,32,21,7,1,44,102110
False,15728440,1497657600,I See Stars ,35,27,11,1,65,102111
False,10226658,1486512000,Jonah,38,30,9,1,45,102112
False,38797407,1506816000,spring,171,149,65,2,176,102113
False,17620457,1408924800,summer daze,16,10,2,1,96,102114
False,6319040,1502150400,Soirée,28,28,4,1,30,102115
False,5019676,1496793600,Wubwubwub,17,14,13,1,20,102116
False,24682843,1508112000,sleep,65,42,12,2,105,102117
False,20857489,1477094400,The good good,79,61,19,1,89,102118
False,19113208,1413590400,HALLOWEEN 2014,75,65,27,1,76,102119
False,21444302,1509321600,~my love ,74,62,9,1,92,102120
False,28932476,1492128000,Fun,96,66,16,1,123,102121
False,8637172,1410739200,Sad day,27,17,13,3,38,102122
False,7613504,1383177600,FU,10,5,5,1,35,102123
False,15600387,1499990400,classics,59,48,11,1,61,102124
False,22617861,1480464000,Explore,86,75,57,1,93,102125
False,39574188,1509062400,playlist,142,113,50,1,179,102126
False,4591676,1488585600,WORSHIP,12,9,3,5,13,102127
False,26818573,1484611200,rowdy,110,102,20,1,119,102128
False,6856812,1470096000,Shower,25,18,14,1,30,102129
False,13500058,1489363200,car rides,48,35,17,1,61,102130
False,11542729,1366675200,Sneaker Summer Festival Mix,39,39,2,1,40,102131
False,4200703,1485043200,Don't,9,8,11,1,17,102132
False,5321658,1381363200,Workout music,14,8,4,1,23,102133
False,23359144,1485302400,Sweet summertime :)(:,92,77,39,2,105,102134
False,42822511,1464220800,Fire Mixtape,84,53,34,1,189,102135
False,13858527,1427414400,fresh,48,44,10,1,50,102136
False,17964025,1502928000,old school,60,41,25,1,71,102137
False,11525739,1509321600,Ignant,33,27,29,1,53,102138
True,1925150,1459987200,SXSW,9,7,2,1,9,102139
False,11981829,1491091200,feels,44,34,8,1,50,102140
False,4974289,1451865600,Gaming,14,9,10,1,22,102141
False,5911096,1482710400,top 25,25,24,4,1,25,102142
False,6383586,1505952000,werkout,25,20,5,1,28,102143
False,7406948,1464220800,Cool Beans,28,22,5,1,31,102144
False,7583898,1491091200,throwbackkkk,29,21,8,3,39,102145
False,16329609,1507248000,real,57,38,39,4,65,102146
False,35316352,1509408000,Hum,147,133,15,1,153,102147
False,25194527,1507766400,THE Playlist,108,106,74,1,109,102148
False,21929628,1475107200,New Jams,60,44,11,1,84,102149
False,41974581,1497744000,Vibez,105,82,55,1,181,102150
False,7404242,1502668800,jam,27,25,12,2,32,102151
False,9147693,1481673600,Dreamville,8,5,2,1,38,102152
False,27753843,1506988800,angsty,116,101,73,1,141,102153
False,14220630,1506988800,Music,44,37,20,1,55,102154
False,4539412,1493078400,Random,17,13,11,1,20,102155
False,8972109,1494720000,homework playlist ,30,22,18,3,38,102156
False,17224218,1496448000,Country,55,37,19,2,80,102157
False,10118761,1509235200,favorite songs,37,32,33,1,48,102158
False,1484743,1481328000,Country,7,7,5,1,7,102159
False,24395117,1502755200,pool,67,45,10,1,105,102160
False,8304800,1415318400,Heyo,35,34,22,3,37,102161
False,45978193,1483660800,Throwbacks,150,101,3,3,195,102162
False,3895837,1496534400,workout,15,13,4,1,15,102163
False,11917551,1508112000,Classroom,43,37,25,1,50,102164
False,9270009,1406419200,SUNDAy,21,16,11,1,38,102165
False,34636645,1477440000,Underground,48,32,5,1,146,102166
False,30487401,1509321600,hype,87,54,68,7,131,102167
False,4048275,1495152000,Relax,16,15,11,1,18,102168
False,35846152,1493596800,running,150,118,60,2,162,102169
True,33674009,1504051200,tunes,139,134,27,3,150,102170
False,5116211,1501200000,june/july,23,20,5,1,23,102171
False,4917781,1507420800,skrrt,19,16,6,1,21,102172
False,41999437,1497398400,Road Trip,88,29,7,1,160,102173
False,4579156,1379548800,Awesome Songs,16,15,3,1,19,102174
False,16457061,1498780800,New jams,75,68,22,1,75,102175
False,31947071,1482537600,Party bus,112,100,18,1,128,102176
False,42620092,1449360000,Vibez,137,102,9,1,182,102177
False,11667155,1479772800,final fantasy,38,28,8,1,46,102178
True,8802123,1493510400,Dancy!,36,34,28,1,36,102179
False,5955288,1405641600,Worship,14,13,3,1,16,102180
True,10263447,1502668800,Baby,40,35,18,4,41,102181
False,13203645,1508284800,christmas 2017,21,18,2,1,67,102182
False,40266934,1468454400,Workout,121,82,30,1,174,102183
False,38977833,1462320000,Jeff,70,37,3,1,162,102184
False,18337298,1491436800,Happy Happy,81,70,35,1,84,102185
False,3874587,1486080000,Relaxing Songs,6,4,5,1,13,102186
False,22221087,1507075200,Memes,116,114,28,3,117,102187
False,2284283,1461888000,#Done,10,9,5,1,11,102188
False,4970071,1486598400,ray,11,4,2,1,21,102189
False,1559765,1431216000,bass,6,5,5,2,7,102190
False,12144076,1506816000,hip hop,50,41,23,1,51,102191
False,35010937,1487462400,Rock List,79,25,5,1,160,102192
False,16087364,1449878400,drum,50,29,5,2,63,102193
False,17500196,1507507200,airplane mode,54,35,9,1,75,102194
False,5732029,1496102400,America,20,15,19,1,23,102195
False,3417902,1500076800,Dad's Music,14,11,7,1,16,102196
False,1746505,1391472000,CHILL VIBES,7,7,8,1,7,102197
False,10658043,1481500800,the dead ,26,13,5,2,45,102198
False,6564452,1384905600,Study,11,5,6,1,23,102199
False,12646403,1496966400,new,55,41,24,2,61,102200
False,16437138,1466553600,( ͡° ͜ʖ ͡°),61,47,6,1,77,102201
True,13611019,1429315200,marco,57,51,10,1,60,102202
False,18771479,1506384000,Chill,62,48,48,1,76,102203
False,12666947,1495411200,Cruisin,45,35,6,2,48,102204
False,29876682,1500854400,ROADTRIP PLAYLIST,62,33,3,1,125,102205
False,5885371,1467849600,Dirty Dancing,25,26,8,2,27,102206
False,3085892,1508544000,lit ,10,9,9,2,14,102207
False,3656541,1508371200,Exercise,16,15,5,1,17,102208
False,13140467,1473984000,Chillest,54,44,9,2,57,102209
False,27712962,1496188800,hurt,64,39,9,2,119,102210
False,35437432,1481414400,List,108,76,16,1,145,102211
True,27928831,1485648000,Slow mix,77,53,36,1,99,102212
False,20805803,1500076800,80's Playlist,75,61,5,1,83,102213
False,11230577,1468540800,summer 16,39,32,26,1,49,102214
False,5580096,1319932800,Driven,12,7,2,1,23,102215
False,40034867,1484870400,Dance Party,165,147,13,1,174,102216
False,21273353,1402099200,dubstep,60,46,31,1,91,102217
True,2858022,1410307200,The list,12,11,6,1,12,102218
False,34744276,1498867200,Country 2,106,55,27,1,160,102219
False,3576580,1425945600,Vibrations,19,19,5,1,19,102220
False,6301898,1508976000,musicals,5,16,19,1,33,102221
False,6193018,1495843200,Sailing,24,10,5,1,29,102222
False,13103034,1465257600,Spanish Mix,44,25,16,2,72,102223
False,20292269,1407888000,Tyler,40,18,8,2,85,102224
False,8150014,1497571200,folk yeah,28,18,7,1,34,102225
False,12431696,1508371200,"Oldies, but Goodies",44,37,4,2,54,102226
False,23253445,1435363200,Sunday,69,42,8,1,96,102227
False,21526896,1468713600,Teen Pop,76,56,16,2,102,102228
False,59042564,1491782400,jamz,102,58,24,1,250,102229
False,21943059,1475712000,christian,46,31,16,1,75,102230
False,6540405,1475452800,Mellow,21,16,5,1,24,102231
False,46987987,1509321600,Awakening,80,50,68,1,107,102232
False,3727053,1503878400,My High-Intensity Workout,15,13,2,1,15,102233
False,3644267,1463184000,2013,16,15,9,1,16,102234
False,4289018,1474761600,the feels,14,11,3,4,19,102235
False,4058587,1507420800,Feels,16,16,15,1,16,102236
False,8916234,1508371200,Wedding!!!,35,31,5,1,38,102237
False,17110140,1501113600,Mixto,58,34,6,1,75,102238
False,15264586,1505347200,summa 17,68,59,34,1,71,102239
False,14840121,1475020800,work,47,36,11,1,60,102240
False,40070356,1503014400,Relaxing,117,78,24,1,158,102241
False,2751793,1479600000,Pop Punk,13,11,2,1,13,102242
False,46402201,1477526400,Summer,186,149,104,2,208,102243
False,2730057,1490659200,Chill songs,10,7,3,1,12,102244
False,14076011,1426982400,old school ,41,25,12,1,52,102245
False,10979084,1509321600,vibes ,37,28,18,1,51,102246
False,11971552,1470268800,Summer Party,54,48,2,2,56,102247
False,9333139,1509321600,my songs,26,11,2,1,44,102248
False,8540052,1507075200,musicals,19,23,9,2,32,102249
False,7741898,1502668800,Ash,26,25,3,1,26,102250
False,6134763,1418601600,Cooking,22,20,8,1,27,102251
False,17978678,1428278400,stacey,47,38,41,1,60,102252
False,48121336,1444867200,new ,89,52,16,1,211,102253
False,15151646,1507075200,Relax,42,26,24,2,62,102254
False,555696,1463184000,games,4,4,4,1,7,102255
False,14289471,1501804800,SALSAS,41,25,7,1,50,102256
False,5759914,1443571200,Ella,17,6,3,1,21,102257
False,19927392,1504483200,mellow music,68,51,62,1,85,102258
False,8035372,1484524800,broken,30,28,2,1,35,102259
False,3345780,1502755200,country,15,13,6,2,16,102260
False,2221855,1490832000,Anime,10,4,7,1,11,102261
False,10841071,1504224000,2000's,47,41,3,1,48,102262
False,16559577,1506643200,SALSA ,54,34,35,1,69,102263
False,6151920,1483747200,January ,29,27,8,2,29,102264
False,31701978,1485734400,swag,135,114,29,5,147,102265
False,30844349,1498176000,True Love,56,45,43,1,108,102266
False,7607770,1507075200,Wedding Cocktail Hour,35,21,2,1,41,102267
False,7294392,1472342400,Summer 16,26,23,15,1,31,102268
False,10216188,1422489600,Classic Rock,31,28,13,1,36,102269
True,3885849,1445299200,wedding dinner music,16,16,3,1,16,102270
False,8511563,1504828800,driving,37,28,3,2,39,102271
False,18565307,1504224000,yes,40,34,16,4,89,102272
False,14564926,1497744000,Classic,48,26,3,1,65,102273
False,45084908,1496880000,lit,155,98,97,2,199,102274
False,40761509,1509148800,up north ,131,83,7,1,191,102275
False,10133326,1481328000,christmas,13,8,8,1,45,102276
False,43693168,1472947200,Boats n Hoes ,44,30,33,1,185,102277
False,16420646,1505433600,ROADTRIP,51,51,30,1,51,102278
False,6094294,1401494400,Workout Mix,14,11,5,1,27,102279
False,6169766,1507766400,HYPE,27,19,4,1,29,102280
False,6984485,1375488000,YAYA!,27,20,13,1,29,102281
False,8342438,1421884800,Classics,19,11,10,2,28,102282
False,6596665,1509148800,Simp,22,17,11,1,28,102283
False,17666388,1429833600,Instrumental,53,36,25,1,77,102284
False,7144260,1434067200,Charleston,26,20,2,1,31,102285
False,16052104,1482624000,Christmas ,47,50,5,2,90,102286
False,14132589,1451001600,2015,59,59,45,1,66,102287
False,1721160,1503878400,❤️❤️❤️❤️,5,5,6,1,8,102288
False,26785177,1501804800,DISNEY PLAYLIST,22,51,10,1,176,102289
False,25516435,1503100800,happy happy joy joy ,104,89,44,1,120,102290
False,4688408,1497830400,Summer Rock,23,21,8,1,24,102291
False,4028373,1505347200,Edgy,16,16,10,1,16,102292
False,6861098,1381276800,Halloween,29,29,5,7,29,102293
False,11505870,1508976000,Quiet Time,24,20,17,1,34,102294
False,6050269,1499299200,80's,24,21,5,1,24,102295
False,1520393,1397865600,Relax,6,6,6,1,6,102296
False,7903660,1509408000,Butter,35,31,26,1,36,102297
False,7598494,1507420800,Rap Stuff,24,19,7,1,30,102298
False,53383975,1499385600,Climb,140,104,50,2,226,102299
False,16925267,1506124800,for you,67,56,19,2,77,102300
False,2274428,1446595200,punk,13,13,12,1,13,102301
False,3819976,1462406400,Girly,16,13,9,1,18,102302
False,3943709,1471737600,Noosa Tastiest Playlist,18,18,2,1,18,102303
False,41757949,1497484800,Feels,125,86,25,1,179,102304
False,35224684,1508889600,Fire,89,47,99,3,160,102305
False,4063546,1507161600,Someone Like You,16,13,19,1,18,102306
False,10414370,1421971200,january 2015 :),36,34,11,2,42,102307
False,8933169,1415232000,"Oldies, but goodies ",25,21,12,1,38,102308
False,15052365,1507680000,round 2,60,47,10,1,68,102309
False,36653088,1428883200,Hey Now,118,88,22,1,149,102310
False,48449457,1509321600,90s,138,106,6,2,197,102311
False,3112763,1451347200,Surf,17,13,2,1,21,102312
False,38207313,1497052800,Road Trip,128,100,85,1,166,102313
False,6177704,1507680000,Bedroom Jams,22,19,12,1,25,102314
False,15288283,1509408000,happyyy,71,60,14,1,74,102315
False,14438150,1439078400,Party,54,47,16,4,61,102316
False,10108666,1473206400,Party2,39,35,10,1,39,102317
False,10338434,1435795200,USA,45,42,7,1,46,102318
False,11092443,1393632000,R&b,29,23,14,1,37,102319
False,8017982,1478476800,Disney Jams,19,32,3,1,37,102320
False,3442740,1508112000,Hood,15,15,12,1,15,102321
False,36741432,1509321600,jams,150,119,88,1,170,102322
True,10930005,1428883200,wedding,33,25,13,1,37,102323
False,19679364,1487808000,BASIC,78,69,2,2,93,102324
False,24665772,1508025600,renaissance,78,37,33,1,108,102325
False,6650830,1502323200,90's Rock,24,24,5,1,25,102326
False,12627126,1487721600,Country,17,8,16,1,57,102327
False,7207191,1426982400,SXSW,24,12,2,1,31,102328
False,2212667,1445040000,run,6,6,3,1,10,102329
False,28056681,1509321600,ReLax,102,69,20,1,128,102330
False,14853332,1486857600,Rock,49,38,17,1,57,102331
False,30642290,1468713600,Country,103,48,12,1,140,102332
False,4836613,1501372800,hb,19,18,17,1,20,102333
False,8717869,1493424000,workflow,36,24,21,1,40,102334
False,5747339,1484784000,Britpop,12,4,3,1,21,102335
False,11638544,1483056000,Workout,43,31,11,1,47,102336
False,5656679,1467849600,Rap,19,17,4,1,27,102337
False,52615434,1508457600,rap playlist ,159,103,115,1,225,102338
False,4635119,1509062400,spanish,19,15,5,3,20,102339
False,7045213,1508716800,trap,31,27,14,1,33,102340
False,22936343,1489622400,Ambient,59,48,42,1,110,102341
False,3857965,1428969600,Good Music,11,7,11,1,13,102342
False,5926348,1488412800,new,22,19,12,1,25,102343
False,44412328,1430784000,joe,144,96,71,2,184,102344
False,10801817,1505692800,Drive,44,43,5,1,49,102345
False,24262343,1497484800,Electronic Mix,67,46,38,3,82,102346
False,21260829,1508112000,corridos alterados,85,55,43,3,119,102347
False,9522680,1509062400,IN THE MOMENT,34,30,33,2,38,102348
False,21447504,1499385600,vibin,56,36,37,1,78,102349
False,49698142,1475020800,Summer Sixteen,173,115,8,3,221,102350
False,39207764,1398816000,EBM,104,76,5,1,140,102351
False,3701372,1490140800,Mexican Songs,18,16,2,1,18,102352
False,6766283,1501545600,rap,24,20,7,1,31,102353
False,6214386,1484352000,Eclectic,22,21,3,2,23,102354
False,1427536,1445817600,My songs,3,3,3,1,7,102355
False,25073218,1490659200,!Singing!,101,83,9,1,110,102356
False,17375223,1418774400,My Jams,63,55,26,2,71,102357
False,18265945,1504483200,italia,60,41,4,2,79,102358
False,15556829,1509321600,Gym,60,44,47,2,65,102359
False,51670513,1506384000,vibes,183,135,46,2,236,102360
False,8394674,1485820800,Reggae ,30,22,21,1,35,102361
False,4182260,1493942400,happi,16,12,2,1,18,102362
False,4603765,1419897600,new year,16,14,2,4,20,102363
False,11215028,1493942400,Rage,24,17,12,2,43,102364
False,4152557,1484179200,2000,15,12,6,2,16,102365
True,54175614,1498608000,praise,180,146,123,1,200,102366
False,6020418,1379203200,Nice and slow,15,5,2,1,19,102367
False,12454030,1492819200,September 2016,44,31,5,1,48,102368
False,24789317,1509235200,Rap,82,65,57,2,102,102369
False,4647140,1502150400,classics,18,17,3,2,19,102370
False,6135599,1507507200,HUSTLE,23,20,9,1,27,102371
False,50155493,1509321600,Oldies but Goodies,166,132,47,1,202,102372
False,7257895,1505606400,lies,29,28,2,1,30,102373
False,41917126,1369267200,summertime!,32,27,3,1,187,102374
False,6472158,1506556800,new new,30,28,20,4,31,102375
False,17821504,1508284800,The 80's,60,46,40,1,71,102376
False,10980722,1463875200,Weekends,38,35,25,4,49,102377
False,21738281,1507939200,Dad Jams,66,39,19,1,83,102378
False,8964293,1472256000,August 2016,37,35,19,1,39,102379
False,7202054,1464739200,Chris Brown,12,4,9,4,30,102380
False,32243461,1466121600,Country 2016,67,59,11,1,154,102381
False,40745273,1479513600,yams,139,89,50,8,183,102382
False,12852415,1475193600,idek,36,16,3,1,58,102383
False,4117225,1459209600,Rock,15,8,3,2,18,102384
False,6819494,1470614400,july 2016,28,28,11,1,28,102385
False,7455782,1498867200,💪💪,33,28,2,1,34,102386
False,15148372,1455408000,bad,45,31,3,2,67,102387
False,12228480,1422316800,Gospel,29,18,3,1,37,102388
False,6471340,1474156800,Metal,13,5,11,1,20,102389
False,20359025,1444262400,TB,83,67,3,3,88,102390
False,2966935,1407110400,um,10,10,11,1,12,102391
False,52953316,1452038400, CAR,195,114,74,9,223,102392
False,33609976,1443571200,Stars,111,82,26,2,135,102393
False,4221918,1417564800,gym music,18,15,3,1,18,102394
False,30339166,1509408000,jen,108,70,57,1,124,102395
False,11897308,1506988800,music,52,46,16,1,54,102396
False,7517961,1506902400,🇰🇷,30,26,19,2,33,102397
False,13696384,1380844800,Tiesto ,13,28,3,1,28,102398
False,14288789,1478908800,Slaps,27,14,3,1,54,102399
False,3530942,1486857600,Twilight.,9,11,5,1,14,102400
False,11484896,1500163200,Old school,50,43,29,1,53,102401
False,8842055,1430179200,ok,29,25,12,1,37,102402
False,10075637,1479254400,Cheers,33,25,4,2,44,102403
False,12266943,1503964800,feels ,46,34,17,8,50,102404
False,12395539,1497312000,Throwback,48,38,3,1,51,102405
False,2983651,1427241600,march 2015,11,11,2,1,14,102406
False,7275002,1428451200,BACH,8,7,6,1,10,102407
False,14119551,1494028800,SK,61,51,10,1,62,102408
False,19498456,1480550400,summer2016,71,55,26,1,80,102409
False,7907308,1496448000,Run the Jewels,6,3,4,1,37,102410
False,17631614,1509321600,hype,60,45,38,1,80,102411
False,32980497,1509062400,Mess,121,95,72,2,153,102412
False,13397057,1476921600,girl power,43,32,19,1,55,102413
False,7004783,1475625600,Classics,24,16,6,1,29,102414
False,4117464,1415318400,Engagement Party,15,9,3,2,17,102415
False,8838939,1503619200,Fresh ,36,36,5,1,36,102416
False,10095807,1485993600,#RoadTrip,40,34,2,1,47,102417
False,14003425,1489708800,Get Pumped,58,50,2,1,59,102418
False,1991104,1504483200,Band Practice,8,7,5,1,8,102419
False,28003658,1425686400,ABBY,88,56,3,1,110,102420
False,20749159,1452211200,Ladies,62,22,12,1,99,102421
False,51346160,1507420800,Rap,139,76,85,1,212,102422
False,4801580,1389052800,2013,19,19,2,2,19,102423
False,5223038,1470441600,❤️,20,20,15,1,24,102424
False,30234170,1449446400,Summer 2015,92,61,33,2,125,102425
False,8242387,1498694400,Playlist,25,21,5,1,38,102426
False,29966237,1382659200,raki,78,35,2,1,116,102427
False,2748754,1477440000,film,12,8,3,1,14,102428
False,3126447,1447545600,Hp,11,9,3,1,15,102429
False,2201232,1486339200,Chill alternative,8,8,5,1,9,102430
False,34034525,1508371200,MUSIC:),142,127,85,2,156,102431
False,18794754,1508457600,Andi,76,72,39,1,82,102432
False,6522911,1498780800,feels,25,22,12,1,30,102433
False,19747944,1481760000,Commute,78,67,32,1,88,102434
False,9234103,1466640000,rachel,36,33,2,1,39,102435
False,1140476,1464307200,lit asf,5,5,2,1,5,102436
False,4355180,1494460800,Mainstream,16,14,3,1,20,102437
False,30662405,1442275200,Cruising,82,37,24,2,142,102438
False,3048637,1424217600,Cake,13,13,3,1,13,102439
False,8018389,1482278400,ALTA CONSIGNA,9,8,8,3,41,102440
False,11722724,1507852800,country favorites,31,24,17,1,55,102441
False,18532274,1501804800,feels,72,57,4,2,81,102442
